competency_id,competency_name,domain_id,domain_name,content_status,protocol_stable_id,protocol_version,protocol_path,protocol_sha256,protocol_family,risk_class,runtime_projection,sources_complete,safety_review_status,scoring_policy,shadow_test_status,activation_status,release_gate_status,ui_test_status,parent_mapping_lever_ids,recommendation_target_lever_ids,blocking_issue
01.11,Plural ends and reasonable disagreement,01,"Meaning, Worldview, and Purpose",draft,PRACTICE-COMP-0111-PLURAL-ENDS-AND-REASONABLE-DISAGREEMENT-01,0.2.0,data/practices/protocols/01/PRACTICE-COMP-0111-PLURAL-ENDS-AND-REASONABLE-DISAGREEMENT-01.yaml,72499f5aecc7297467d2fe76ae69089504426dfc49fd43b662c7838710f90fea,PF-RELATIONAL-CONVERSATION,RISK-LOW,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L01;L13;L24;L31,L01;L13;L24;L31,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending;sources:incomplete
02.01,Moral frameworks,02,"Ethics, Virtue, and Integrity",draft,PRACTICE-COMP-0201-MORAL-FRAMEWORKS-01,0.2.0,data/practices/protocols/02/PRACTICE-COMP-0201-MORAL-FRAMEWORKS-01.yaml,2fb5fa9de0ca5435257505d1f648211bc32630b0637d2a3f9fb4ad20c494ea94,PF-KNOWLEDGE-APPLICATION,RISK-MODERATE,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L02;L12;L31,L02;L12;L31,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending;sources:incomplete;specialist_review:missing
02.02,Moral perception,02,"Ethics, Virtue, and Integrity",draft,PRACTICE-COMP-0202-MORAL-PERCEPTION-01,0.2.0,data/practices/protocols/02/PRACTICE-COMP-0202-MORAL-PERCEPTION-01.yaml,2ef98a8a23a563f7dca6079eae7e0665f0d465053e7118f0ef51de727e7e5b83,PF-AUDIT-REDESIGN,RISK-HIGH,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending_specialist_expansion_review,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L02;L14;L24,L02;L14;L24,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending_specialist_expansion_review;sources:incomplete;specialist_review:missing
02.03,Behavioral definitions of virtue,02,"Ethics, Virtue, and Integrity",draft,PRACTICE-COMP-0203-BEHAVIORAL-DEFINITIONS-OF-VIRTUE-01,0.2.0,data/practices/protocols/02/PRACTICE-COMP-0203-BEHAVIORAL-DEFINITIONS-OF-VIRTUE-01.yaml,e713731f98ac28c15a0103c4a50dfeaed676b7e3361e9388aca8c3a6bfb8a5be,PF-SKILL-REHEARSAL,RISK-MODERATE,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L02;L05;L10,L02;L05;L10,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending;sources:incomplete;specialist_review:missing
02.04,Truthfulness and candor,02,"Ethics, Virtue, and Integrity",draft,PRACTICE-COMP-0204-TRUTHFULNESS-AND-CANDOR-01,0.2.0,data/practices/protocols/02/PRACTICE-COMP-0204-TRUTHFULNESS-AND-CANDOR-01.yaml,6f823a011fff2b119caf1269eca505ea30e0a4103e03a9d79f1334b0e33e6d16,PF-RELATIONAL-CONVERSATION,RISK-MODERATE,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L02;L23;L25,L02;L23;L25,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending;sources:incomplete;specialist_review:missing
02.05,"Promises, reliability, and one's word",02,"Ethics, Virtue, and Integrity",draft,PRACTICE-COMP-0205-PROMISES-RELIABILITY-AND-ONE-S-WORD-01,0.2.0,data/practices/protocols/02/PRACTICE-COMP-0205-PROMISES-RELIABILITY-AND-ONE-S-WORD-01.yaml,2699b90382cbaedfd854dc06678be957c76f2e43ea701372090af5b9fcc49ef0,PF-RELATIONAL-CONVERSATION,RISK-MODERATE,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L02;L10;L32,L02;L10;L32,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending;sources:incomplete;specialist_review:missing
02.06,"Justice, fairness, and equal dignity",02,"Ethics, Virtue, and Integrity",draft,PRACTICE-COMP-0206-JUSTICE-FAIRNESS-AND-EQUAL-DIGNITY-01,0.2.0,data/practices/protocols/02/PRACTICE-COMP-0206-JUSTICE-FAIRNESS-AND-EQUAL-DIGNITY-01.yaml,d67a17b79087ef1c57690780c3232c2baa9b3200b2d4228ce8fc6a3127645ff7,PF-KNOWLEDGE-APPLICATION,RISK-MODERATE,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L02;L24;L31,L02;L24;L31,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending;sources:incomplete;specialist_review:missing
02.07,Moral courage,02,"Ethics, Virtue, and Integrity",draft,PRACTICE-COMP-0207-MORAL-COURAGE-01,0.2.0,data/practices/protocols/02/PRACTICE-COMP-0207-MORAL-COURAGE-01.yaml,e89cb52ae8a78b49d690ba14483c386f485d20319e5c9b7d8126cb8c6b6c4eab,PF-RELATIONAL-CONVERSATION,RISK-MODERATE,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L02;L25;L30,L02;L25;L30,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending;sources:incomplete;specialist_review:missing
02.08,Temperance and moderation,02,"Ethics, Virtue, and Integrity",draft,PRACTICE-COMP-0208-TEMPERANCE-AND-MODERATION-01,0.2.0,data/practices/protocols/02/PRACTICE-COMP-0208-TEMPERANCE-AND-MODERATION-01.yaml,f2e65c9eefe762ec36dca58660de390e90128378dfd1a10b9b733a00838d0e64,PF-BEHAVIORAL-EXPERIMENT,RISK-MODERATE,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L02;L09;L10,L02;L09;L10,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending;sources:incomplete;specialist_review:missing
02.09,"Compassion, mercy, and forgiveness",02,"Ethics, Virtue, and Integrity",draft,PRACTICE-COMP-0209-COMPASSION-MERCY-AND-FORGIVENESS-01,0.2.0,data/practices/protocols/02/PRACTICE-COMP-0209-COMPASSION-MERCY-AND-FORGIVENESS-01.yaml,d34fe80480d0304f9b2b73ac4d0eedd8a1eaef86dcf569ced6151fc22f5c352b,PF-CONTEMPLATIVE-MEANING,RISK-MODERATE,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L02;L24;L29,L02;L24;L29,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending;sources:incomplete;specialist_review:missing
02.10,Loyalty and principled dissent,02,"Ethics, Virtue, and Integrity",draft,PRACTICE-COMP-0210-LOYALTY-AND-PRINCIPLED-DISSENT-01,0.2.0,data/practices/protocols/02/PRACTICE-COMP-0210-LOYALTY-AND-PRINCIPLED-DISSENT-01.yaml,58018ed7f5141556348d6cd8131ad269786c8ec0e46fd34141f46b0490ef9521,PF-RELATIONAL-CONVERSATION,RISK-MODERATE,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L02;L25;L31;L33,L02;L25;L31;L33,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending;sources:incomplete;specialist_review:missing
02.11,"Responsibility, apology, and restitution",02,"Ethics, Virtue, and Integrity",draft,PRACTICE-COMP-0211-RESPONSIBILITY-APOLOGY-AND-RESTITUTION-01,0.2.0,data/practices/protocols/02/PRACTICE-COMP-0211-RESPONSIBILITY-APOLOGY-AND-RESTITUTION-01.yaml,75eec36432ad58d58f1a07db20e02deb44a06ddb103b7a772bfc5b759ef2ed97,PF-RELATIONAL-CONVERSATION,RISK-MODERATE,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L02;L23;L29,L02;L23;L29,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending;sources:incomplete;specialist_review:missing
02.12,Integrity across contexts,02,"Ethics, Virtue, and Integrity",draft,PRACTICE-COMP-0212-INTEGRITY-ACROSS-CONTEXTS-01,0.2.0,data/practices/protocols/02/PRACTICE-COMP-0212-INTEGRITY-ACROSS-CONTEXTS-01.yaml,64f481f1039a1449ea11171284c546dc8b17ffcef95953ee1752407f05ee92ee,PF-AUDIT-REDESIGN,RISK-MODERATE,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L02;L05;L10,L02;L05;L10,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending;sources:incomplete;specialist_review:missing
02.13,"Moral luck, complicity, and dirty hands",02,"Ethics, Virtue, and Integrity",draft,PRACTICE-COMP-0213-MORAL-LUCK-COMPLICITY-AND-DIRTY-HANDS-01,0.2.0,data/practices/protocols/02/PRACTICE-COMP-0213-MORAL-LUCK-COMPLICITY-AND-DIRTY-HANDS-01.yaml,f460d566e09bb969421927059198e2c492fb309efddd30b7404c4907f51e9afa,PF-KNOWLEDGE-APPLICATION,RISK-MODERATE,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L02;L04;L14;L31,L02;L04;L14;L31,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending;sources:incomplete;specialist_review:missing
02.14,"Conscience, conscientious objection, and civil disobedience",02,"Ethics, Virtue, and Integrity",draft,PRACTICE-COMP-0214-CONSCIENCE-CONSCIENTIOUS-OBJECTION-AND-CIVIL-DISOBEDIENCE-01,0.2.0,data/practices/protocols/02/PRACTICE-COMP-0214-CONSCIENCE-CONSCIENTIOUS-OBJECTION-AND-CIVIL-DISOBEDIENCE-01.yaml,ab0f4b8e888bb9508796aac793611952f71007aa36bc413d57535092a6974a4e,PF-KNOWLEDGE-APPLICATION,RISK-HIGH,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending_specialist_expansion_review,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L02;L25;L30;L31,L02;L25;L30;L31,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending_specialist_expansion_review;sources:incomplete;specialist_review:missing
02.15,Ethics of care and dependency,02,"Ethics, Virtue, and Integrity",draft,PRACTICE-COMP-0215-ETHICS-OF-CARE-AND-DEPENDENCY-01,0.2.0,data/practices/protocols/02/PRACTICE-COMP-0215-ETHICS-OF-CARE-AND-DEPENDENCY-01.yaml,acae5359b93b3b76736cf7ccf94206c35724e8e5a74e530e6a628befa774e450,PF-RELATIONAL-CONVERSATION,RISK-MODERATE,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L02;L24;L28;L31,L02;L24;L28;L31,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending;sources:incomplete;specialist_review:missing
03.01,Metaphysical and spiritual inquiry,03,"Spirituality, Religion, Ritual, and Transcendence",draft,PRACTICE-COMP-0301-METAPHYSICAL-AND-SPIRITUAL-INQUIRY-01,0.2.0,data/practices/protocols/03/PRACTICE-COMP-0301-METAPHYSICAL-AND-SPIRITUAL-INQUIRY-01.yaml,a7c142b6bd9a94594e1868ca79140cec65fecb97ba5cc632861145dc15ce0d5b,PF-KNOWLEDGE-APPLICATION,RISK-LOW,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L01;L03;L13,L01;L03;L13,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending;sources:incomplete
03.02,Serious study of a wisdom tradition,03,"Spirituality, Religion, Ritual, and Transcendence",draft,PRACTICE-COMP-0302-SERIOUS-STUDY-OF-A-WISDOM-TRADITION-01,0.2.0,data/practices/protocols/03/PRACTICE-COMP-0302-SERIOUS-STUDY-OF-A-WISDOM-TRADITION-01.yaml,0c96bf544abc4ebf78f74241733bc8b8999034741ccc8a72ade790f238ef97df,PF-KNOWLEDGE-APPLICATION,RISK-LOW,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L03;L15;L31,L03;L15;L31,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending;sources:incomplete
03.03,"Contemplation, prayer, and silence",03,"Spirituality, Religion, Ritual, and Transcendence",draft,PRACTICE-COMP-0303-CONTEMPLATION-PRAYER-AND-SILENCE-01,0.2.0,data/practices/protocols/03/PRACTICE-COMP-0303-CONTEMPLATION-PRAYER-AND-SILENCE-01.yaml,f12fff10744074d12e3509154d3a9ef93023717b6cea8c057e2c2e0d952c5e26,PF-REPEATED-HABIT,RISK-LOW,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L03;L07;L08,L03;L07;L08,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending;sources:incomplete
03.04,Reverence and the sacred,03,"Spirituality, Religion, Ritual, and Transcendence",draft,PRACTICE-COMP-0304-REVERENCE-AND-THE-SACRED-01,0.2.0,data/practices/protocols/03/PRACTICE-COMP-0304-REVERENCE-AND-THE-SACRED-01.yaml,158c2639bc733fe8677edf508134d5fa68311c33801bbbfc1c7f946de1ff47e9,PF-CONTEMPLATIVE-MEANING,RISK-LOW,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L03;L16;L34,L03;L16;L34,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending;sources:incomplete
03.05,Gratitude and received life,03,"Spirituality, Religion, Ritual, and Transcendence",draft,PRACTICE-COMP-0305-GRATITUDE-AND-RECEIVED-LIFE-01,0.2.0,data/practices/protocols/03/PRACTICE-COMP-0305-GRATITUDE-AND-RECEIVED-LIFE-01.yaml,36414edeea25285c4f85a1f1b19989f2a5250b53af5f011145f95d461bae791a,PF-BEHAVIORAL-EXPERIMENT,RISK-LOW,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L03;L04;L34;L36,L03;L04;L34;L36,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending;sources:incomplete
03.06,Surrender and limits of control,03,"Spirituality, Religion, Ritual, and Transcendence",draft,PRACTICE-COMP-0306-SURRENDER-AND-LIMITS-OF-CONTROL-01,0.2.0,data/practices/protocols/03/PRACTICE-COMP-0306-SURRENDER-AND-LIMITS-OF-CONTROL-01.yaml,7c2c5171da73f967cf6e30dfae1c0b2d483580bf6401ebcbe88fe5527978d490,PF-BEHAVIORAL-EXPERIMENT,RISK-LOW,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L03;L04;L11,L03;L04;L11,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending;sources:incomplete
03.07,Religious and spiritual community,03,"Spirituality, Religion, Ritual, and Transcendence",draft,PRACTICE-COMP-0307-RELIGIOUS-AND-SPIRITUAL-COMMUNITY-01,0.2.0,data/practices/protocols/03/PRACTICE-COMP-0307-RELIGIOUS-AND-SPIRITUAL-COMMUNITY-01.yaml,2342d92959853000dc4ce9f88d31639150fa2a8bf990dd094766b7b8c49f2d4e,PF-COMMUNITY-CONTRIBUTION,RISK-HIGH,GG-PRACTICE-RUNTIME-PROJECTION-2.0,false,pending_specialist_expansion_review,SP-STRUCTURED-EVIDENCE-ELIGIBLE,accepted_and_activated,active,blocked,not_applicable,L03;L26;L30,L03;L26;L30,accessibility_review_status:pending;content_review_status:pending;last_reviewed:missing;originality_review_status:pending;research_gap:RG-M6A-001:open;research_review_status:internal_sources_only_external_review_required;safety_review_status:pending_specialist_expansion_review;sources:incomplete;specialist_review:missing
